scene,sound ID,actor,dialog
foyer,lib/foyer_voice.swf:foyer_024,nathan,"The bird's song opened up a secret passage, just like the inscription said."
foyer,lib/foyer_voice.swf:foyer_028,nathan,"If the mud was cleaned off this dirty object, then it might just fit into one of those sockets!"
foyer,lib/foyer_voice.swf:foyer_029,nathan,"It's a beautiful golden bird sitting on a branch."
foyer,lib/foyer_voice.swf:foyer_030,nathan,"It seems to be part of a larger mechanical device controlling something in this room..."
foyer,lib/foyer_voice.swf:foyer_032,nathan,"Open Sesame?"
foyer,lib/foyer_voice.swf:foyer_033,nathan,"Hmm, that doesn't seem to work."
foyer,lib/foyer_voice.swf:foyer_034,nathan,"I assume that I'll need to fill those oval-shaped sockets in the base to activate whatever this mechanism is."
foyer,lib/foyer_voice.swf:foyer_035,nathan,"It's a buddha. It seems to be a very old statue."
foyer,lib/foyer_voice.swf:foyer_036,nathan,"Maybe later..."
foyer,lib/foyer_voice.swf:foyer_037,nathan,"I use to question everything, so I'm not a religious person."
foyer,lib/foyer_voice.swf:foyer_038,nathan,"But even that's not for sure."
foyer,lib/foyer_voice.swf:foyer_039,nathan,"It would be exceptionally bad karma to steal Coppelius' buddha."
foyer,lib/foyer_voice.swf:foyer_040,nathan,"Old wine. It was bottled over 60 years ago."
foyer,lib/foyer_voice.swf:foyer_041,nathan,"I'm not stealing Dr. Coppelius' liquor!"
foyer,lib/foyer_voice.swf:foyer_043,nathan,"The bottle contains a strange blue fluid."
foyer,lib/foyer_voice.swf:foyer_044,nathan,"No. That's not a good idea."
foyer,lib/foyer_voice.swf:foyer_045,nathan,"I'd guess it's some sort of cleaning fluid for combs."
foyer,lib/foyer_voice.swf:foyer_046,nathan,"I'm not a barber so I'll leave it right here."
foyer,lib/foyer_voice.swf:foyer_047,nathan,"Nice ivy."
foyer,lib/foyer_voice.swf:foyer_048,nathan,"These are all old letters. Some are even from Cairo ... another is from Delhi."
foyer,lib/foyer_voice.swf:foyer_049,nathan,"These are all letters addressed to Dr. Coppelius."
foyer,lib/foyer_voice.swf:foyer_050,nathan,"Hey! There are even some from my university... but the newest ones arrived here over one year ago."
foyer,lib/foyer_voice.swf:foyer_051,nathan,"It's a picture of a newborn child with its mother."
foyer,lib/foyer_voice.swf:foyer_052,nathan,"It's a picture of a middle-aged man. He looks healthy."
foyer,lib/foyer_voice.swf:foyer_053,nathan,"It's a picture of an old man. He looks tired."
foyer,lib/foyer_voice.swf:foyer_054,nathan,"It's a picture of a puppet. Without age and emotion."
foyer,lib/foyer_voice.swf:foyer_055,nathan,"Hey! It's the Beatles!"
foyer,lib/foyer_voice.swf:foyer_056,nathan,"Except ... John Lennon is wearing an eyepatch and Ringo Starr is an old woman."
foyer,lib/foyer_voice.swf:foyer_057,nathan,"My mistake, these are really just old family photos."
foyer,lib/foyer_voice.swf:foyer_058,nathan,"This is a list of radio frequencies."
foyer,lib/foyer_voice.swf:foyer_059,nathan,"You can radio Glasgow, Hamburg, Venice ..."
foyer,lib/foyer_voice.swf:foyer_060,nathan,"... and a place just called ""Island Radio Station"". Strange."
foyer,lib/foyer_voice.swf:foyer_061,nathan,"If I had a working radio then I might be able to use these."
foyer,lib/foyer_voice.swf:foyer_062,nathan,"It's a radio for transmitting and receiving radio messages."
foyer,lib/foyer_voice.swf:foyer_063,nathan,"It doesn't work. There's no power."
foyer,lib/foyer_voice.swf:foyer_064,nathan,"It's full of small tools."
foyer,lib/foyer_voice.swf:foyer_065,nathan,"To be honest, I'm not very good with mechanical things."
foyer,lib/foyer_voice.swf:foyer_066,nathan,"I don't have the slightest idea of what some of these tools are used for."
foyer,lib/foyer_voice.swf:foyer_067,nathan,"I wonder what Dr. Coppelius is working on here..."
foyer,lib/foyer_voice.swf:foyer_068,nathan,"Whatever it is, there sure are a lot of cogs and springs inside."
foyer,lib/foyer_voice.swf:foyer_069,nathan,"I'd better not. I have no idea what it is."
foyer,lib/foyer_voice.swf:foyer_070,nathan,"""Wahrheit währt am längsten"""
foyer,lib/foyer_voice.swf:foyer_071,nathan,"It translates as ""Truth will last longer than anything"". I guess it's an old german proverb."
foyer,lib/foyer_voice.swf:foyer_072,nathan,"The books up there are about different cultures all over the world. Southern Ghana, Mexico, Hokkaido, Wales and others."
foyer,lib/foyer_voice.swf:foyer_073,nathan,"Ah! Finally some fiction. He has a good collection. From Kafka, Chesterton, E.T.A. Hoffmann and Hemingway ..."
foyer,lib/foyer_voice.swf:foyer_074,nathan,"... to Gaiman and Carroll. And then back to the classics: Shakespeare, Goethe and Steve Martin."
foyer,lib/foyer_voice.swf:foyer_075,nathan,"Hmm, Winnie the Pooh is missing. This Coppelius is a strange man."
foyer,lib/foyer_voice.swf:foyer_076,nathan,"I'd never get around to reading them."
foyer,lib/foyer_voice.swf:foyer_077,nathan,"There are several markers in different regions of western africa."
foyer,lib/foyer_voice.swf:foyer_078,nathan,"I wonder if Dr. Coppelius has been there ..."
foyer,lib/foyer_voice.swf:foyer_079,nathan,"These impressive masks are made from wood and straw."
foyer,lib/foyer_voice.swf:foyer_080,nathan,"Probably African."
global,lib/global_voice.swf:global_000,nathan,"I don't see anything special about that."
global,lib/global_voice.swf:global_001,nathan,"No, thanks."
global,lib/global_voice.swf:global_002,nathan,"What should I do with it?"
global,lib/global_voice.swf:global_003,nathan,"How should I use this?"
global,lib/global_voice.swf:global_004,nathan,"I don't think that's useful."
global,lib/global_voice.swf:global_005,nathan,"I don't think that'll work."
global,lib/global_voice.swf:global_006,nathan,"I think that's useless."
global,lib/global_voice.swf:global_007,nathan,"It's a piece of barbed wire."
global,lib/global_voice.swf:global_008,nathan,"It's thin and sharp. Maybe I can pick a lock with this?"
global,lib/global_voice.swf:global_009,nathan,"The title of the book is ""The Inside Matters"" ... What does that mean?"
global,lib/global_voice.swf:global_010,nathan,"Let's see... Hey! There's a golden plate inside."
global,lib/global_voice.swf:global_011,nathan,"I'll discard the empty book and just keep the plate."
global,lib/global_voice.swf:global_012,nathan,"It's a corked bottle of alcohol."
global,lib/global_voice.swf:global_013,nathan,"I pulled the cork out with my teeth."
global,lib/global_voice.swf:global_014,nathan,"The cork is too tight to pull out with my hands."
global,lib/global_voice.swf:global_015,nathan,"That won't uncork it."
global,lib/global_voice.swf:global_016,nathan,"It's almost empty."
global,lib/global_voice.swf:global_017,nathan,"I'm not in the mood for drinking right now."
global,lib/global_voice.swf:global_019,nathan,"Alcohol is never a good solution for problems."
global,lib/global_voice.swf:global_020,nathan,"It's a full bottle of alcohol."
global,lib/global_voice.swf:global_024,nathan,"Half-full or half-empty? That's the question."
global,lib/global_voice.swf:global_028,nathan,"It's a piece of cloth."
global,lib/global_voice.swf:global_029,nathan,"I could try to clean something... but the cloth is too dry."
global,lib/global_voice.swf:global_030,nathan,"Now it's a wet piece of cloth soaked in alcohol."
global,lib/global_voice.swf:global_031,nathan,"I could clean something..."
global,lib/global_voice.swf:global_032,nathan,"That doesn't need to be cleaned."
global,lib/global_voice.swf:global_033,nathan,"It's a light cork."
global,lib/global_voice.swf:global_034,nathan,"It's the fish I caught."
global,lib/global_voice.swf:global_035,nathan,"I'm really sorry about this, fish. I've never liked fishing, you know."
global,lib/global_voice.swf:global_036,nathan,"I don't like raw fish."
global,lib/global_voice.swf:global_037,nathan,"A dead fish isn't needed here."
global,lib/global_voice.swf:global_038,nathan,"It's my handmade fishing-rod. With bait."
global,lib/global_voice.swf:global_039,nathan,"I should go fishing."
global,lib/global_voice.swf:global_040,nathan,"This is not a good place for fishing."
global,lib/global_voice.swf:global_041,nathan,"It's my handmade fishing rod."
global,lib/global_voice.swf:global_042,nathan,"I should go fishing, but I'll need to bait the hook first."
global,lib/global_voice.swf:global_044,nathan,"Plus I need to bait the hook."
global,lib/global_voice.swf:global_045,nathan,"It's a glove. I need a second one to make a pair."
global,lib/global_voice.swf:global_046,nathan,"How should I use a single glove?"
global,lib/global_voice.swf:global_049,nathan,"It's a pair of gloves."
global,lib/global_voice.swf:global_050,nathan,"I don't want to wear them all the time."
global,lib/global_voice.swf:global_051,nathan,"It's the handle from the well."
global,lib/global_voice.swf:global_052,nathan,"I have to use it with something."
global,lib/global_voice.swf:global_053,nathan,"It's a small and sharp metal hook."
global,lib/global_voice.swf:global_054,nathan,"Ouch! It's sharp."
global,lib/global_voice.swf:global_055,nathan,"It's ""Captn Matt's Guide to Life"". Looks interesting. I should try reading it."
global,lib/global_voice.swf:global_056,nathan,"""Chapter 27: How to stun a Raven."""
global,lib/global_voice.swf:global_057,nathan,"""On one of my travels through the Caribbean it became necessary to drug a raven. """
global,lib/global_voice.swf:global_058,nathan,"""Should you get into a similar situation just follow these instructions."""
global,lib/global_voice.swf:global_059,nathan,"""First get some kind of nice looking bird food, some strong alcohol and finally add the SETA DE MUERTE. The Mushroom of Death (not deadly)."""
global,lib/global_voice.swf:global_060,nathan,"""Mix the three ingredients in a cup or bowl. Now give the cereal to the raven. Feed the bird until it falls asleep."""
global,lib/global_voice.swf:global_061,nathan,"""After that you can proceed with whatever you were doing - just like I continued to search for the Voodoo Priest. For further details see Chapter 51 ‘Coco Island’"""
global,lib/global_voice.swf:global_062,nathan,"Hey, I think that's a useful hint. Mix cereal, alcohol and Mushroom of Death. I think I got it."
global,lib/global_voice.swf:global_063,nathan,"I should read the book instead."
global,lib/global_voice.swf:global_064,nathan,"It seems to be a part of a larger key."
global,lib/global_voice.swf:global_065,nathan,"A single part of a key is rather useless."
global,lib/global_voice.swf:global_067,nathan,"These two parts fit together. But there's still a part missing."
global,lib/global_voice.swf:global_068,nathan,"An incomplete key is rather useless."
global,lib/global_voice.swf:global_070,nathan,"A complete three-part key. Whatever this unlocks, it must be important."
global,lib/global_voice.swf:global_071,nathan,"The key doesn't fit here."
global,lib/global_voice.swf:global_072,nathan,"I can't use the key here."
global,lib/global_voice.swf:global_076,nathan,"This is only a part of a larger key."
global,lib/global_voice.swf:global_085,nathan,"It's a leaflet from the local fishing club. It says:"
global,lib/global_voice.swf:global_086,nathan,"""The wonderful art of fishing has captured our hearts and imaginations for decades."""
global,lib/global_voice.swf:global_087,nathan,"""In our childhood, all it took was a long stick, a string, a float, a hook and some bait."""
global,lib/global_voice.swf:global_088,nathan,"""Come and join our happy circle of fishermen."""
global,lib/global_voice.swf:global_089,nathan,"Happy circle of fishermen, eh?"
global,lib/global_voice.swf:global_090,nathan,"You use leaflets by reading them... or by throwing them away."
global,lib/global_voice.swf:global_091,nathan,"It's a leaflet from the local fishing club, and it's burning."
global,lib/global_voice.swf:global_092,nathan,"That's not good fire safety."
global,lib/global_voice.swf:global_093,nathan,"That doesn't need fire."
global,lib/global_voice.swf:global_094,nathan,"It's my lighter."
global,lib/global_voice.swf:global_095,nathan,"Hi there, lighter."
global,lib/global_voice.swf:global_096,nathan,"I don't smoke, but maybe I can use it for something else."
global,lib/global_voice.swf:global_097,nathan,"I won't burn this. I'm really careful with fire since that one incident."
global,lib/global_voice.swf:global_098,nathan,"It's the legendary mushroom of death. That's funny, these dots look like a small skull."
global,lib/global_voice.swf:global_099,nathan,"No!"
global,lib/global_voice.swf:global_100,nathan,"It's a picture of the house where Dr. Coppelius used to live. I was sent to tell him that he's in great danger."
global,lib/global_voice.swf:global_101,nathan,"I don't even know what kind of danger the old men at the university were talking about, but Coppelius is supposed to contact them."
global,lib/global_voice.swf:global_102,nathan,"I wonder if Coppelius still lives there. Well, I should try to find out."
global,lib/global_voice.swf:global_103,nathan,"It's an oval-shaped golden plate depicting grim death himself."
global,lib/global_voice.swf:global_104,nathan,"I hope it's not cursed or something."
global,lib/global_voice.swf:global_105,nathan,"It's an oval-shaped golden plate depicting a young adventurer."
global,lib/global_voice.swf:global_106,nathan,"It's some muddy piece of metal."
global,lib/global_voice.swf:global_107,nathan,"I'm not cleaning this with my tongue!"
global,lib/global_voice.swf:global_108,nathan,"I can't clean it with my hands. The mud is dry and hard."
global,lib/global_voice.swf:global_109,nathan,"That won't get it clean."
global,lib/global_voice.swf:global_110,nathan,"These are green seeds that I made by mixing mushroom and alcohol with wheat."
global,lib/global_voice.swf:global_111,nathan,"They smell like medicine."
global,lib/global_voice.swf:global_112,nathan,"No, I don't want to get sleepy."
global,lib/global_voice.swf:global_113,nathan,"That doesn't need to be drugged."
global,lib/global_voice.swf:global_126,nathan,"It's a cocktail shaker."
global,lib/global_voice.swf:global_127,nathan,"I could shake and mix something, but what?"
global,lib/global_voice.swf:global_129,nathan,"I've put wheat in it."
global,lib/global_voice.swf:global_130,nathan,"I should only mix a complete recipe."
global,lib/global_voice.swf:global_132,nathan,"I've put the wheat and alcohol into it."
global,lib/global_voice.swf:global_135,nathan,"I've put the mushroom, wheat and alcohol into it. That's it!"
global,lib/global_voice.swf:global_136,nathan,"Ok, I'll mix it!"
global,lib/global_voice.swf:global_138,nathan,"I've put the mushroom and wheat in it."
global,lib/global_voice.swf:global_141,nathan,"I've put alcohol into it."
global,lib/global_voice.swf:global_144,nathan,"I've put the mushroom and alcohol into it."
global,lib/global_voice.swf:global_147,nathan,"I've put the mushroom in it."
global,lib/global_voice.swf:global_149,nathan,"Wow! An unopened can of Dr Pepper."
global,lib/global_voice.swf:global_150,nathan,"I love Dr Pepper."
global,lib/global_voice.swf:global_151,nathan,"I'd like to, but I have to open it first."
global,lib/global_voice.swf:global_152,nathan,"Good idea. The can is opened."
global,lib/global_voice.swf:global_153,nathan,"I won't waste my Dr. Pepper here."
global,lib/global_voice.swf:global_154,nathan,"Tastier than a red potion!"
global,lib/global_voice.swf:global_155,nathan,"And more refreshing than a green herb!"
global,lib/global_voice.swf:global_156,nathan,"There's nothing left, but I still have the good taste on my tongue. Mh."
global,lib/global_voice.swf:global_157,nathan,"I'll keep it intact. Maybe I can use it later."
global,lib/global_voice.swf:global_158,nathan,"It's open! The smell, the sound. Wonderful."
global,lib/global_voice.swf:global_159,nathan,"Cheers!"
global,lib/global_voice.swf:global_162,nathan,"It's a long stick."
global,lib/global_voice.swf:global_163,nathan,"How could I use this?"
global,lib/global_voice.swf:global_164,nathan,"A stick with a cork on a string."
global,lib/global_voice.swf:global_165,nathan,"It looks like a whip with a cork... So far it's useless."
global,lib/global_voice.swf:global_166,nathan,"There's no need to do that."
global,lib/global_voice.swf:global_167,nathan,"A stick with a hook on a string. Hey! It looks like a fishing-rod."
global,lib/global_voice.swf:global_168,nathan,"I need something to make the hook float in the water."
global,lib/global_voice.swf:global_170,nathan,"I affixed the string to the long stick."
global,lib/global_voice.swf:global_171,nathan,"It looks like a whip; but I know it's not a whip. So far it's useless."
global,lib/global_voice.swf:global_173,nathan,"It's a string."
global,lib/global_voice.swf:global_174,nathan,"No, I was never very good at cat's cradle."
global,lib/global_voice.swf:global_175,nathan,"It's a string with a cork."
global,lib/global_voice.swf:global_176,nathan,"It's a string with a cork and a hook."
global,lib/global_voice.swf:global_177,nathan,"It's a string with a hook."
global,lib/global_voice.swf:global_178,nathan,"Nice wheat."
global,lib/global_voice.swf:global_179,nathan,"No, that looks rather like bird food."
global,lib/global_voice.swf:global_181,nathan,"There's no need for wheat here."
global,lib/global_voice.swf:global_182,nathan,"A cute little fella. Hey, I think he's looking at me."
global,lib/global_voice.swf:global_183,nathan,"It seems that he knows I'm up to something."
global,lib/global_voice.swf:global_184,nathan,"I'm not sure what I'll do with you ... Maybe it's something bad, so I'll apologize in now advance."
global,lib/global_voice.swf:global_185,nathan,"Sorry, worm."
global,lib/global_voice.swf:global_186,nathan,"He wriggles."
global,lib/global_voice.swf:global_187,nathan,"No, I think I'll keep him here."
global,lib/global_voice.swf:global_188,nathan,"I'll pour some alcohol on the cloth."
global,lib/global_voice.swf:global_189,nathan,"The cloth is already soaking wet."
global,lib/global_voice.swf:global_191,nathan,"Now I have a pair."
global,lib/global_voice.swf:global_192,nathan,"Hey, these parts fit together!"
global,lib/global_voice.swf:global_193,nathan,"The key is now complete."
global,lib/global_voice.swf:global_201,nathan,"Now playing with fire might really be useful."
global,lib/global_voice.swf:global_202,nathan,"Are you insane?! You make me sick..."
global,lib/global_voice.swf:global_203,nathan,"That's too dry to clean the mud off."
global,lib/global_voice.swf:global_204,nathan,"Now it's clean."
global,lib/global_voice.swf:global_205,nathan,"I'll add it to the shaker."
global,lib/global_voice.swf:global_214,nathan,"I'll put some wheat into the shaker."
global,lib/global_voice.swf:global_215,nathan,"I'll pour some alcohol into the shaker."
global,lib/global_voice.swf:global_216,nathan,"I'll put the mushroom into the shaker."
global,lib/global_voice.swf:global_217,nathan,"I'll attach it to the string."
global,lib/global_voice.swf:global_219,nathan,"Good idea, but I'll need a float to make a fishing rod."
global,lib/global_voice.swf:global_222,nathan,"I'll attach the string to the stick."
global,lib/global_voice.swf:global_230,nathan,"I could go fishing, but first I'd need a proper fishing rod."
house,lib/house_voice.swf:house_000,nathan,"It's a waterwheel."
house,lib/house_voice.swf:house_001,nathan,"It reads, ""Wanderer's Path""."
house,lib/house_voice.swf:house_002,nathan,"I could follow the sign... It's pointing south."
house,lib/house_voice.swf:house_003,nathan,"It's the house from the photograph! This is where Dr. Coppelius used to live."
house,lib/house_voice.swf:house_004,nathan,"It looks a little worn-out ..."
house,lib/house_voice.swf:house_005,nathan,"Hello! Is someone in there?"
house,lib/house_voice.swf:house_006,nathan,"Apparently no one is home."
house,lib/house_voice.swf:house_007,nathan,"Hmm. Nora said that her grandfather was around this house. I don't see any signs of him though..."
house,lib/house_voice.swf:house_008,nathan,"Perhaps he went the other way? Nora said that they were meeting McManus down at the pier."
house,lib/house_voice.swf:house_009,nathan,"I have to find Nora's grandfather... she needs his help!"
house,lib/house_voice.swf:house_010,nathan,"It looks a little bit older now, but this is definitely the house in the picture."
house,lib/house_voice.swf:house_011,nathan,"There's no glass. Just bricks and paint."
house,lib/house_voice.swf:house_012,nathan,"Bricks and paint... the windows were closed years ago."
house,lib/house_voice.swf:house_013,nathan,"The clock hands are missing."
house,lib/house_voice.swf:house_014,nathan,"I have no idea what time it is."
house,lib/house_voice.swf:house_015,nathan,"There's no use for a clock without hands."
house,lib/house_voice.swf:house_016,nathan,"It's a rough mat to wipe your shoes on."
house,lib/house_voice.swf:house_017,nathan,"There's something under the doormat."
house,lib/house_voice.swf:house_018,nathan,"There's a tiny key hidden underneath..."
house,lib/house_voice.swf:house_021,nathan,"Hmmm. It seems too small to be a real key."
house,lib/house_voice.swf:house_023,nathan,"It's the entrance door to the house."
house,lib/house_voice.swf:house_024,nathan,"Is anyone home? Hello?"
house,lib/house_voice.swf:house_025,nathan,"It's firmly locked."
house,lib/house_voice.swf:house_026,nathan,"I should try to get in there and warn the doctor."
house,lib/house_voice.swf:house_027,nathan,"Good idea, but the wire doesn't even fit into the keyhole."
house,lib/house_voice.swf:house_028,nathan,"That alone doesn't fit."
house,lib/house_voice.swf:house_031,nathan,"This key is still incomplete."
house,lib/house_voice.swf:house_034,nathan,"The key to match the lock. Finally."
house,lib/house_voice.swf:house_035,nathan,"It's an iron gate with a raven depicted on it."
house,lib/house_voice.swf:house_036,nathan,"It's locked."
house,lib/house_voice.swf:house_037,nathan,"Hmm... maybe I can pick the lock?"
house,lib/house_voice.swf:house_038,nathan,"This should be able to pick the lock..."
house,lib/house_voice.swf:house_039,nathan,"It's open!"
house,lib/house_voice.swf:house_040,nathan,"It's a piece of cloth tied to a long stick. It makes some kind of flag or sign."
house,lib/house_voice.swf:house_041,nathan,"Ok. I'll do that."
lab1,lib/lab1_voice.swf:lab1_000,nathan,"It's a map of this part of Ravenhollow Bay."
lab1,lib/lab1_voice.swf:lab1_001,nathan,"It seems there's an island near the coast."
lab1,lib/lab1_voice.swf:lab1_002,nathan,"I don't think I need that right now."
lab1,lib/lab1_voice.swf:lab1_003,nathan,"""Note to self - don't forget: Vincent will come for you too. Leave before he does and take everything with you that he might find useful. Hide."""
lab1,lib/lab1_voice.swf:lab1_004,nathan,"""PS: don't tell Nora, it's far too dangerous. You promised to look after her."""
lab1,lib/lab1_voice.swf:lab1_005,nathan,"Don't tell Nora ...?"
lab1,lib/lab1_voice.swf:lab1_006,nathan,"Eh, no."
lab1,lib/lab1_voice.swf:lab1_007,nathan,"""Note to self - Danger! Don't use pod prototype. Chance to survive escape is minimal."""
lab1,lib/lab1_voice.swf:lab1_008,nathan,"What's that supposed to mean?"
lab1,lib/lab1_voice.swf:lab1_010,nathan,"They're empty."
lab1,lib/lab1_voice.swf:lab1_011,nathan,"There's nothing in them."
lab1,lib/lab1_voice.swf:lab1_012,nathan,"It's a box with bird food."
lab1,lib/lab1_voice.swf:lab1_013,nathan,"No thanks."
lab1,lib/lab1_voice.swf:lab1_014,nathan,"No thanks. I've had my fill of birdseed."
lab1,lib/lab1_voice.swf:lab1_017,nathan,"I can't reach it from here."
lab1,lib/lab1_voice.swf:lab1_018,nathan,"""Phosphorus and Lily"". An impressive oil painting."
lab1,lib/lab1_voice.swf:lab1_019,nathan,"It's called ""Britt's Place""."
lab1,lib/lab1_voice.swf:lab1_020,nathan,"That's a pair of binoculars."
lab1,lib/lab1_voice.swf:lab1_021,nathan,"Mh ... puedo ver el embarcadero."
lab1,lib/lab1_voice.swf:lab1_022,nathan,"Nora, the sailor, and his dog are down there."
lab1,lib/lab1_voice.swf:lab1_023,nathan,"It seems that Vincent doesn't want us to follow him."
lab1,lib/lab1_voice.swf:lab1_024,nathan,"He's closed the entrance."
lab1,lib/lab1_voice.swf:lab1_025,nathan,"I can't go up there. The secret entrance was closed."
lab1,lib/lab1_voice.swf:lab1_026,nathan,"I guess it can only be opened from the other side."
lab1,lib/lab1_voice.swf:lab1_027,nathan,"It's closed."
lab1,lib/lab1_voice.swf:lab1_028,nathan,"It's locked."
lab1,lib/lab1_voice.swf:lab1_030,nathan,"It's not locked!"
lab1,lib/lab1_voice.swf:lab1_031,nathan,"Hey, I found some of the things that Vincent stole from me!"
lab1,lib/lab1_voice.swf:lab1_032,nathan,"At least I have some of my things back."
lab1,lib/lab1_voice.swf:lab1_033,nathan,"Now I just need to get out of here."
lab1,lib/lab1_voice.swf:lab1_034,nathan,"It's empty."
lab1,lib/lab1_voice.swf:lab1_035,nathan,"I'll leave it be."
lab1,lib/lab1_voice.swf:lab1_036,nathan,"I can see the sea out there ..."
lab1,lib/lab1_voice.swf:lab1_037,nathan,"This place must be somewhere below the cliff."
lab1,lib/lab1_voice.swf:lab1_038,nathan,"It's a framed photograph of a bearded man wearing a cowboy hat."
lab1,lib/lab1_voice.swf:lab1_039,nathan,"Who are you looking at, gringo?"
lab1,lib/lab1_voice.swf:lab1_040,nathan,"Hey, there was something hidden behind the picture."
lab1,lib/lab1_voice.swf:lab1_041,nathan,"There's a small circular arrow painted next to the hole."
lab1,lib/lab1_voice.swf:lab1_042,nathan,"Something's missing here..."
lab1,lib/lab1_voice.swf:lab1_043,nathan,"That seems to fit."
lab1,lib/lab1_voice.swf:lab1_044,nathan,"This handle should work to open the gate."
lab1,lib/lab1_voice.swf:lab1_045,nathan,"Here we go..."
lab1,lib/lab1_voice.swf:lab1_046,nathan,"Hey, it worked!"
lab1,lib/lab1_voice.swf:lab1_047,nathan,"I could open the gate if only I could reach the handle."
lab1,lib/lab1_voice.swf:lab1_048,nathan,"I can't reach it..."
lab1,lib/lab1_voice.swf:lab1_050,nathan,"Hmm. The crow seems to be Dr. Coppelius' pet bird."
lab1,lib/lab1_voice.swf:lab1_051,nathan,"He's still sleeping."
lab1,lib/lab1_voice.swf:lab1_052,nathan,"WAKE UP!"
lab1,lib/lab1_voice.swf:lab1_054,nathan,"He's awake."
lab1,lib/lab1_voice.swf:lab1_055,nathan,"Come here. Come, come."
lab1,lib/lab1_voice.swf:lab1_056,nathan,"Remember me? I made you sleepy..."
lab1,lib/lab1_voice.swf:lab1_057,crow,".........."
lab1,lib/lab1_voice.swf:lab1_058,nathan,"Well, at least he seems to be listening to me."
lab1,lib/lab1_voice.swf:lab1_059,nathan,"Come on, come to Uncle Nathan!"
lab1,lib/lab1_voice.swf:lab1_060,nathan,"Thanks, my friend. You've been a really helpful crow."
lab1,lib/lab1_voice.swf:lab1_061,nathan,"Looks like he had enough sleep. I'm glad he's well."
lab1,lib/lab1_voice.swf:lab1_063,nathan,"Too bad, I can't get a good view of those paintings beyond it."
lab1,lib/lab1_voice.swf:lab1_064,nathan,"How can I open it?"
lab1,lib/lab1_voice.swf:lab1_066,nathan,"It won't move."
lab1,lib/lab1_voice.swf:lab1_067,nathan,"Vincent locked us in here ... that devil!"
lab2,lib/lab2_voice.swf:lab2_000,nathan,"Interesting! It seems that we are under the pond next to the house."
lab2,lib/lab2_voice.swf:lab2_001,nathan,"It's some kind of sophisticated chair."
lab2,lib/lab2_voice.swf:lab2_002,nathan,"It looks like someone was searching for something here."
lab2,lib/lab2_voice.swf:lab2_003,coppelius,"Fortunately I got rid of everything that might be useful for Vincent."
lab2,lib/lab2_voice.swf:lab2_004,nathan,"That would be a bad idea."
lab2,lib/lab2_voice.swf:lab2_005,nathan,"They're just a lot of boring books."
lab2,lib/lab2_voice.swf:lab2_006,coppelius,"Watch your tongue, young man."
lab2,lib/lab2_voice.swf:lab2_007,nathan,"Sorry."
lab2,lib/lab2_voice.swf:lab2_008,nathan,"These books do not spark my interest."
lab2,lib/lab2_voice.swf:lab2_009,coppelius,"Hey, would you like me to come over to your place and tell you what I think about your things?"
lab2,lib/lab2_voice.swf:lab2_010,nathan,"Sure... if I should ever have my own secret room filled with boring books, then I'll invite you. I'm sure you'd like that."
lab2,lib/lab2_voice.swf:lab2_011,coppelius,"........."
lab2,lib/lab2_voice.swf:lab2_019,nathan,"Are these mathematical formulas?"
lab2,lib/lab2_voice.swf:lab2_020,coppelius,"Something like that."
lab2,lib/lab2_voice.swf:lab2_021,nathan,"These formulas are way over my head."
lab2,lib/lab2_voice.swf:lab2_022,nathan,"There are a couple of flasks. Some of them are broken."
lab2,lib/lab2_voice.swf:lab2_023,nathan,"Useless."
lab2,lib/lab2_voice.swf:lab2_024,coppelius,"Unless you know how to use them ..."
lab2,lib/lab2_voice.swf:lab2_025,nathan,"The radio is on."
lab2,lib/lab2_voice.swf:lab2_026,nathan,"Not right now."
lab2,lib/lab2_voice.swf:lab2_027,nathan,"I don't want to make Dr. Coppelius angry."
lab2,lib/lab2_voice.swf:lab2_028,nathan,"They're nothing special."
lab2,lib/lab2_voice.swf:lab2_030,nathan,"May I take some of these papers?"
lab2,lib/lab2_voice.swf:lab2_031,coppelius,"You may not."
lab2,lib/lab2_voice.swf:lab2_032,nathan,"Someone left all these papers on the floor."
lab2,lib/lab2_voice.swf:lab2_034,coppelius,"Don't touch my papers!"
lab2,lib/lab2_voice.swf:lab2_035,nathan,"Ok, ok. Don't worry."
lab2,lib/lab2_voice.swf:lab2_036,nathan,"It's some sort of plan..."
lab2,lib/lab2_voice.swf:lab2_037,coppelius,"It's the construction plan for a wireless phone."
lab2,lib/lab2_voice.swf:lab2_038,coppelius,"I wonder how long it took Vincent to realize that it's useless."
lab2,lib/lab2_voice.swf:lab2_039,coppelius,"... of course it's impossible to build a wireless phone."
lab2,lib/lab2_voice.swf:lab2_041,coppelius,"Take your hands off that plan!"
lab2,lib/lab2_voice.swf:lab2_043,nathan,"It's a mysterious and massive metal pod."
lab2,lib/lab2_voice.swf:lab2_044,nathan,"It's very rusty."
lab2,lib/lab2_voice.swf:lab2_045,nathan,"Maybe there's something locked inside, that shouldn't be set free."
lab2,lib/lab2_voice.swf:lab2_046,coppelius,"Maybe not, Nathan."
lab2,lib/lab2_voice.swf:lab2_047,nathan,"There's nothing inside ..."
lab2,lib/lab2_voice.swf:lab2_048,nathan,"But it's really cozy in here!"
lab2,lib/lab2_voice.swf:lab2_049,nathan,"I wonder what happens when I press this little red button here..."
lab2,lib/lab2_voice.swf:lab2_050,coppelius,"Me too ....."
lab2,lib/lab2_voice.swf:lab2_051,nathan,"What!?"
